BookingID,CustomerID,AgeGroup,Gender,State,City,Airline,Destination,BookingDate,FlightType,TicketPrice,Class,BookingChannel,FrequentFlyer,AffinityIndex
A03094,C00657,18-24,Male,Florida,Tampa,United Airlines,"Chicago, IL",2024-09-12,Domestic,480.64,Business,Mobile App,No,109
A03095,C00555,35-44,Male,Florida,Tampa,Alaska Airlines,"Las Vegas, NV",2024-10-23,Domestic,1102.94,First,Website,Yes,177
A03096,C00543,25-34,Male,Arizona,Scottsdale,American Airlines,"Chicago, IL",2024-11-08,Domestic,110.14,Economy,Mobile App,Yes,131
A03097,C00615,65+,Male,Georgia,Atlanta,Southwest Airlines,"Seattle, WA",2024-08-24,Domestic,841.96,First,Travel Agency,Yes,174
A03098,C00765,18-24,Male,Florida,Orlando,Alaska Airlines,"Miami, FL",2024-07-26,Domestic,296.44,Economy,Travel Agency,Yes,193
A03099,C00522,35-44,Female,Oregon,Portland,United Airlines,"Chicago, IL",2024-09-29,Domestic,170.79,Economy,Travel Agency,Yes,107
A03100,C00957,55-64,Male,Georgia,Augusta,Alaska Airlines,"Las Vegas, NV",2024-07-05,Domestic,1431.41,First,Travel Agency,No,186
A03101,C00012,25-34,Female,Georgia,Savannah,Southwest Airlines,"Grand Cayman, Cayman Islands",2024-10-21,International,1181.05,Premium Economy,Mobile App,No,135
A03102,C00238,55-64,Male,New York,Albany,United Airlines,"Tokyo, Japan",2024-09-09,International,4795.06,First,Travel Agency,No,131
A03103,C00380,25-34,Female,Illinois,Naperville,Alaska Airlines,"Las Vegas, NV",2024-05-29,Domestic,300.11,Premium Economy,Website,No,170
A03104,C00157,45-54,Female,Florida,Tampa,Alaska Airlines,"Chicago, IL",2024-09-20,Domestic,184.3,Economy,Travel Agency,Yes,155
A03105,C00590,55-64,Male,California,San Jose,Alaska Airlines,"Toronto, Canada",2024-07-14,International,2471.36,First,Travel Agency,Yes,183
A03106,C00353,55-64,Male,Arizona,Flagstaff,Delta Airlines,"Tokyo, Japan",2024-10-01,International,710.79,Premium Economy,Website,Yes,113
A03107,C00060,45-54,Male,Florida,Miami,American Airlines,"Atlanta, GA",2024-08-07,Domestic,1013.25,First,Travel Agency,Yes,125
A03108,C00308,35-44,Male,New York,Rochester,Southwest Airlines,"Belize City, Belize",2024-06-13,International,1509.94,Business,Mobile App,Yes,129
A03109,C00869,65+,Male,New York,New York City,Alaska Airlines,"Toronto, Canada",2024-05-30,International,524.01,Economy,Travel Agency,No,171
A03110,C00146,55-64,Female,Florida,Orlando,United Airlines,"Seattle, WA",2024-09-22,Domestic,113.62,Economy,Website,No,147
A03111,C00145,65+,Female,California,Los Angeles,American Airlines,"Atlanta, GA",2024-07-07,Domestic,125.97,Economy,Travel Agency,No,124
A03112,C00607,55-64,Female,New York,Albany,United Airlines,"Tokyo, Japan",2024-06-30,International,1791.11,Business,Mobile App,Yes,144
A03113,C00349,45-54,Female,California,San Jose,American Airlines,"Las Vegas, NV",2024-06-12,Domestic,109.95,Economy,Mobile App,Yes,183
A03114,C00034,45-54,Female,California,San Jose,Southwest Airlines,"Cozumel, Mexico",2024-09-01,International,1763.55,Business,Mobile App,No,148
A03115,C00462,35-44,Male,Arizona,Phoenix,American Airlines,"London, UK",2024-09-10,International,1873.59,Business,Travel Agency,Yes,148
A03116,C00242,65+,Male,Texas,Dallas,Southwest Airlines,"Miami, FL",2024-08-12,Domestic,256.5,Economy,Mobile App,Yes,187
A03117,C00892,25-34,Female,New York,Buffalo,Delta Airlines,"Chicago, IL",2024-09-06,Domestic,719.25,Business,Website,No,144
A03118,C00198,45-54,Female,California,San Diego,United Airlines,"Chicago, IL",2024-11-02,Domestic,766.4,Business,Mobile App,No,111
A03119,C00150,55-64,Male,Georgia,Columbus,United Airlines,"Paris, France",2024-09-28,International,3268.88,First,Travel Agency,No,193
A03120,C00751,65+,Female,California,San Francisco,American Airlines,"Atlanta, GA",2024-08-14,Domestic,548.38,Business,Mobile App,No,158
A03121,C00497,35-44,Male,California,Los Angeles,Delta Airlines,"Seattle, WA",2024-07-29,Domestic,498.47,Business,Travel Agency,No,167
A03122,C00264,25-34,Male,New York,Rochester,Southwest Airlines,"Cozumel, Mexico",2024-11-03,International,713.57,Economy,Mobile App,No,191
A03123,C00184,35-44,Female,Illinois,Naperville,United Airlines,"Miami, FL",2024-09-28,Domestic,370.44,Premium Economy,Mobile App,No,148
A03124,C00155,45-54,Female,Georgia,Atlanta,American Airlines,"Miami, FL",2024-11-09,Domestic,1193.62,First,Travel Agency,No,155
A03125,C00764,55-64,Male,New York,Buffalo,United Airlines,"Paris, France",2024-07-19,International,1128.12,Premium Economy,Travel Agency,Yes,124
A03126,C00092,18-24,Female,Texas,Houston,Alaska Airlines,"Vancouver, Canada",2024-11-07,International,450.29,Economy,Mobile App,Yes,100
A03127,C00264,25-34,Male,New York,Rochester,Delta Airlines,"London, UK",2024-07-09,International,1154.75,Business,Mobile App,No,137
A03128,C00965,25-34,Male,Oregon,Salem,American Airlines,"Las Vegas, NV",2024-05-31,Domestic,546.11,Business,Website,No,122
A03129,C00340,45-54,Male,California,San Diego,Alaska Airlines,"Las Vegas, NV",2024-06-18,Domestic,151.14,Economy,Website,No,104
A03130,C00243,25-34,Male,Arizona,Tucson,American Airlines,"Miami, FL",2024-05-15,Domestic,253.14,Premium Economy,Mobile App,Yes,165
A03131,C00172,45-54,Male,Texas,Austin,Southwest Airlines,"Chicago, IL",2024-10-20,Domestic,1303.02,First,Mobile App,No,114
A03132,C00151,35-44,Female,Oregon,Portland,Southwest Airlines,"Havana, Cuba",2024-08-16,International,551.98,Economy,Mobile App,No,109
A03133,C00592,35-44,Female,Florida,Orlando,Delta Airlines,"Tokyo, Japan",2024-10-12,International,2870.0,First,Travel Agency,Yes,102
A03134,C00674,45-54,Female,Illinois,Chicago,Alaska Airlines,"Seattle, WA",2024-05-22,Domestic,772.68,First,Travel Agency,No,107
A03135,C00016,25-34,Female,California,Los Angeles,United Airlines,"Las Vegas, NV",2024-11-05,Domestic,885.72,First,Mobile App,No,155
A03136,C00148,18-24,Female,New York,Buffalo,Alaska Airlines,"Las Vegas, NV",2024-08-05,Domestic,204.32,Economy,Mobile App,No,180
A03137,C00921,65+,Male,Florida,Tampa,Alaska Airlines,"Seattle, WA",2024-10-25,Domestic,549.86,Business,Mobile App,Yes,196
A03138,C00244,55-64,Female,Illinois,Naperville,United Airlines,"Frankfurt, Germany",2024-08-16,International,2690.09,First,Travel Agency,No,105
A03139,C00858,18-24,Female,Oregon,Bend,American Airlines,"Seattle, WA",2024-08-15,Domestic,1251.09,First,Travel Agency,No,111
A03140,C00947,25-34,Male,Oregon,Salem,United Airlines,"Las Vegas, NV",2024-07-18,Domestic,301.88,Premium Economy,Travel Agency,No,165
A03141,C00817,45-54,Male,Georgia,Columbus,Delta Airlines,"Toronto, Canada",2024-11-12,International,1047.1,Premium Economy,Website,Yes,155
A03142,C00093,45-54,Female,Oregon,Salem,Alaska Airlines,"Toronto, Canada",2024-05-21,International,3354.7,First,Travel Agency,Yes,111
A03143,C00193,55-64,Male,Illinois,Chicago,United Airlines,"Miami, FL",2024-09-25,Domestic,529.78,Business,Travel Agency,Yes,114
A03144,C00326,35-44,Female,Arizona,Scottsdale,Southwest Airlines,"Havana, Cuba",2024-10-28,International,895.32,Premium Economy,Website,No,157
A03145,C00211,45-54,Female,Texas,San Antonio,Delta Airlines,"Miami, FL",2024-10-14,Domestic,426.25,Business,Website,No,167
A03146,C00270,65+,Male,Illinois,Chicago,Alaska Airlines,"Toronto, Canada",2024-05-14,International,1043.16,Business,Travel Agency,No,142
A03147,C00211,45-54,Female,Texas,San Antonio,American Airlines,"London, UK",2024-11-10,International,1398.63,Business,Mobile App,No,192
A03148,C00128,55-64,Female,California,San Jose,Alaska Airlines,"Atlanta, GA",2024-08-18,Domestic,721.44,First,Travel Agency,Yes,191
A03149,C00045,55-64,Female,Texas,Houston,Delta Airlines,"London, UK",2024-10-29,International,1161.83,Premium Economy,Travel Agency,No,124
A03150,C00875,45-54,Female,Oregon,Bend,American Airlines,"Las Vegas, NV",2024-10-28,Domestic,369.37,Premium Economy,Travel Agency,Yes,179
A03151,C00660,18-24,Male,California,San Jose,Delta Airlines,"Las Vegas, NV",2024-10-24,Domestic,184.49,Economy,Website,Yes,140
A03152,C00297,65+,Female,California,San Diego,Alaska Airlines,"Las Vegas, NV",2024-07-15,Domestic,108.89,Economy,Mobile App,Yes,191
A03153,C00031,65+,Male,Texas,San Antonio,Alaska Airlines,"Miami, FL",2024-11-06,Domestic,397.82,Premium Economy,Website,No,131
A03154,C00994,55-64,Female,Arizona,Tucson,Alaska Airlines,"Toronto, Canada",2024-08-25,International,448.84,Economy,Website,Yes,137
A03155,C00182,45-54,Female,New York,Albany,United Airlines,"Tokyo, Japan",2024-10-29,International,3661.17,First,Mobile App,No,191
A03156,C00801,65+,Male,California,San Francisco,Delta Airlines,"London, UK",2024-10-27,International,2726.55,First,Mobile App,No,130
A03157,C00450,35-44,Female,Georgia,Columbus,Alaska Airlines,"Toronto, Canada",2024-07-26,International,1015.42,Premium Economy,Website,No,156
A03158,C00879,25-34,Female,Arizona,Flagstaff,Delta Airlines,"Amsterdam, Netherlands",2024-10-07,International,795.01,Economy,Mobile App,Yes,179
A03159,C00981,55-64,Male,Arizona,Tucson,American Airlines,"Atlanta, GA",2024-05-15,Domestic,327.6,Premium Economy,Mobile App,Yes,161
A03160,C00105,18-24,Female,Arizona,Scottsdale,Alaska Airlines,"Toronto, Canada",2024-11-04,International,1059.41,Premium Economy,Travel Agency,No,194
A03161,C00245,45-54,Female,Illinois,Chicago,Delta Airlines,"Amsterdam, Netherlands",2024-08-15,International,3058.6,First,Website,No,165
A03162,C00637,25-34,Female,Illinois,Aurora,American Airlines,"London, UK",2024-07-13,International,771.48,Economy,Travel Agency,No,118
A03163,C00524,55-64,Male,Arizona,Tucson,Southwest Airlines,"Las Vegas, NV",2024-05-24,Domestic,249.87,Economy,Website,No,106
A03164,C00897,18-24,Male,New York,Rochester,United Airlines,"Tokyo, Japan",2024-10-10,International,1019.8,Business,Website,No,118
A03165,C00990,45-54,Male,Illinois,Chicago,Southwest Airlines,"Nassau, Bahamas",2024-09-24,International,977.1,Premium Economy,Mobile App,Yes,189
A03166,C00090,35-44,Female,Texas,Austin,Southwest Airlines,"Las Vegas, NV",2024-09-18,Domestic,1438.8,First,Website,Yes,172
A03167,C00685,35-44,Female,Georgia,Atlanta,Delta Airlines,"Amsterdam, Netherlands",2024-10-16,International,782.44,Economy,Mobile App,No,182
A03168,C00351,25-34,Male,Oregon,Eugene,American Airlines,"London, UK",2024-07-09,International,793.49,Economy,Travel Agency,Yes,167
A03169,C00273,55-64,Male,Illinois,Naperville,United Airlines,"Las Vegas, NV",2024-09-16,Domestic,130.14,Economy,Website,No,178
A03170,C00004,55-64,Male,Georgia,Augusta,United Airlines,"Seattle, WA",2024-07-17,Domestic,452.48,Premium Economy,Travel Agency,Yes,102
A03171,C00502,55-64,Male,Texas,Dallas,American Airlines,"Paris, France",2024-08-20,International,2072.24,Business,Website,Yes,170
A03172,C00553,35-44,Female,Oregon,Bend,Alaska Airlines,"Las Vegas, NV",2024-09-14,Domestic,485.13,Premium Economy,Mobile App,No,155
A03173,C00843,55-64,Female,New York,Albany,American Airlines,"Tokyo, Japan",2024-10-28,International,748.2,Economy,Website,Yes,138
A03174,C00746,18-24,Male,Georgia,Atlanta,United Airlines,"Miami, FL",2024-08-14,Domestic,116.25,Economy,Website,No,106
A03175,C00236,18-24,Female,Texas,Austin,Delta Airlines,"Toronto, Canada",2024-07-07,International,802.32,Premium Economy,Mobile App,Yes,134
A03176,C00804,25-34,Female,Arizona,Flagstaff,United Airlines,"Frankfurt, Germany",2024-05-21,International,689.37,Economy,Mobile App,No,131
A03177,C00857,18-24,Male,Florida,Orlando,American Airlines,"Chicago, IL",2024-08-23,Domestic,184.35,Economy,Travel Agency,Yes,119
A03178,C00715,55-64,Male,Texas,Austin,Alaska Airlines,"Chicago, IL",2024-09-22,Domestic,292.89,Economy,Mobile App,No,123
A03179,C00940,25-34,Female,Georgia,Columbus,Alaska Airlines,"Las Vegas, NV",2024-07-19,Domestic,196.82,Economy,Website,No,194
A03180,C00714,45-54,Female,New York,Buffalo,American Airlines,"Paris, France",2024-07-13,International,903.12,Premium Economy,Travel Agency,No,197
A03181,C00929,25-34,Male,Texas,Austin,United Airlines,"Chicago, IL",2024-09-11,Domestic,1388.44,First,Mobile App,Yes,133
A03182,C00666,25-34,Male,California,Los Angeles,United Airlines,"London, UK",2024-09-27,International,1162.39,Premium Economy,Website,Yes,138
A03183,C00909,18-24,Male,New York,New York City,American Airlines,"Seattle, WA",2024-05-21,Domestic,1459.1,First,Travel Agency,Yes,111
A03184,C00341,65+,Female,Florida,Jacksonville,Alaska Airlines,"Las Vegas, NV",2024-10-20,Domestic,277.66,Economy,Travel Agency,No,131
A03185,C00787,18-24,Male,Georgia,Columbus,American Airlines,"Las Vegas, NV",2024-07-10,Domestic,433.42,Premium Economy,Website,No,160
A03186,C00362,18-24,Male,Texas,Houston,Delta Airlines,"London, UK",2024-07-30,International,492.76,Economy,Mobile App,No,135
A03187,C00320,65+,Male,Florida,Tampa,Delta Airlines,"London, UK",2024-08-28,International,1438.65,Business,Website,Yes,165
A03188,C00537,55-64,Male,New York,Buffalo,Delta Airlines,"Amsterdam, Netherlands",2024-07-12,International,2134.13,Business,Travel Agency,Yes,190
A03189,C00208,65+,Female,New York,New York City,American Airlines,"Mexico City, Mexico",2024-10-10,International,1640.87,Business,Website,Yes,167
A03190,C00230,18-24,Male,California,San Jose,Alaska Airlines,"Toronto, Canada",2024-07-28,International,1098.79,Business,Mobile App,No,138
A03191,C00129,55-64,Female,Georgia,Augusta,United Airlines,"Seattle, WA",2024-05-22,Domestic,190.97,Economy,Mobile App,No,166
A03192,C00482,45-54,Female,New York,Albany,Southwest Airlines,"Miami, FL",2024-09-19,Domestic,128.01,Economy,Mobile App,Yes,192
A03193,C00760,25-34,Female,Arizona,Tucson,United Airlines,"Chicago, IL",2024-09-08,Domestic,328.3,Premium Economy,Mobile App,No,166
A03194,C00278,35-44,Male,New York,New York City,Alaska Airlines,"Toronto, Canada",2024-07-10,International,2333.11,Business,Travel Agency,Yes,129
A03195,C00995,45-54,Male,Georgia,Columbus,Alaska Airlines,"Miami, FL",2024-08-03,Domestic,106.2,Economy,Website,Yes,148
A03196,C00400,55-64,Female,New York,Buffalo,Delta Airlines,"Atlanta, GA",2024-08-28,Domestic,620.21,Business,Mobile App,No,198
A03197,C00701,18-24,Female,Arizona,Tucson,Southwest Airlines,"Seattle, WA",2024-08-21,Domestic,260.48,Economy,Travel Agency,No,103
A03198,C00336,18-24,Female,Illinois,Chicago,American Airlines,"Paris, France",2024-10-02,International,882.11,Premium Economy,Mobile App,No,151
A03199,C00923,45-54,Male,Georgia,Savannah,United Airlines,"Las Vegas, NV",2024-07-29,Domestic,350.92,Premium Economy,Mobile App,Yes,131
A03200,C00034,45-54,Female,California,San Jose,Southwest Airlines,"Cancun, Mexico",2024-07-24,International,722.52,Economy,Mobile App,No,149
A03201,C00490,55-64,Female,Texas,Houston,Delta Airlines,"Amsterdam, Netherlands",2024-11-09,International,2069.69,Business,Website,No,148
A03202,C00721,45-54,Female,California,San Diego,American Airlines,"Mexico City, Mexico",2024-06-05,International,2566.26,First,Website,No,161
A03203,C00045,55-64,Female,Texas,Houston,United Airlines,"Chicago, IL",2024-07-27,Domestic,262.41,Economy,Mobile App,No,185
A03204,C00295,18-24,Male,California,San Diego,Delta Airlines,"London, UK",2024-09-25,International,621.15,Economy,Website,Yes,133
A03205,C00549,45-54,Male,Florida,Orlando,United Airlines,"London, UK",2024-10-23,International,520.01,Economy,Website,Yes,100
A03206,C00757,45-54,Female,Oregon,Bend,American Airlines,"Las Vegas, NV",2024-06-04,Domestic,442.39,Business,Website,No,197
A03207,C00231,55-64,Female,Illinois,Aurora,American Airlines,"Chicago, IL",2024-10-11,Domestic,1131.31,First,Travel Agency,Yes,104
A03208,C00222,18-24,Female,Florida,Tampa,Alaska Airlines,"Seattle, WA",2024-11-11,Domestic,349.03,Premium Economy,Mobile App,Yes,181
A03209,C00258,35-44,Female,Florida,Miami,Southwest Airlines,"Cancun, Mexico",2024-08-30,International,4883.48,First,Travel Agency,No,171
A03210,C00652,25-34,Male,Oregon,Salem,Alaska Airlines,"Toronto, Canada",2024-10-09,International,2570.75,First,Mobile App,No,147
A03211,C00440,45-54,Male,Georgia,Atlanta,American Airlines,"Seattle, WA",2024-06-08,Domestic,266.34,Premium Economy,Travel Agency,No,122
A03212,C00288,35-44,Male,Georgia,Columbus,Alaska Airlines,"Vancouver, Canada",2024-08-02,International,4525.67,First,Website,No,188
A03213,C00665,35-44,Male,Texas,San Antonio,American Airlines,"Toronto, Canada",2024-07-02,International,3053.25,First,Mobile App,No,169
A03214,C00202,18-24,Female,Arizona,Tucson,Delta Airlines,"Amsterdam, Netherlands",2024-10-04,International,2421.15,Business,Travel Agency,Yes,122
A03215,C00463,45-54,Female,New York,Albany,United Airlines,"Tokyo, Japan",2024-08-24,International,3726.34,First,Travel Agency,No,103
A03216,C00787,18-24,Male,Georgia,Columbus,United Airlines,"Tokyo, Japan",2024-11-05,International,3146.87,First,Mobile App,No,176
A03217,C00845,45-54,Male,Texas,Houston,United Airlines,"Las Vegas, NV",2024-07-05,Domestic,356.75,Premium Economy,Website,Yes,198
A03218,C00436,25-34,Female,New York,New York City,Delta Airlines,"Paris, France",2024-09-02,International,4050.13,First,Travel Agency,No,158
A03219,C00633,25-34,Male,California,San Diego,Delta Airlines,"Miami, FL",2024-06-05,Domestic,203.77,Economy,Mobile App,No,128
A03220,C00022,18-24,Male,California,San Diego,Delta Airlines,"Atlanta, GA",2024-07-05,Domestic,482.06,Business,Website,No,159
A03221,C00810,55-64,Male,Texas,Austin,United Airlines,"Paris, France",2024-06-17,International,2094.62,First,Mobile App,Yes,183
A03222,C00814,65+,Female,California,Los Angeles,United Airlines,"Paris, France",2024-05-19,International,2166.46,Business,Website,Yes,137
A03223,C00783,45-54,Female,Florida,Jacksonville,Southwest Airlines,"Nassau, Bahamas",2024-06-14,International,981.5,Premium Economy,Mobile App,Yes,121
A03224,C00495,18-24,Male,Oregon,Bend,Alaska Airlines,"Atlanta, GA",2024-08-18,Domestic,973.44,First,Mobile App,Yes,185
A03225,C00399,35-44,Female,Arizona,Flagstaff,Southwest Airlines,"Nassau, Bahamas",2024-08-22,International,990.96,Premium Economy,Travel Agency,Yes,138
A03226,C00048,45-54,Female,Illinois,Aurora,American Airlines,"Seattle, WA",2024-05-24,Domestic,134.04,Economy,Website,Yes,109
A03227,C00163,45-54,Male,Illinois,Naperville,Delta Airlines,"Amsterdam, Netherlands",2024-05-18,International,1946.98,Business,Website,No,197
A03228,C00865,65+,Female,New York,Albany,Delta Airlines,"London, UK",2024-06-24,International,1159.69,Premium Economy,Mobile App,No,157
A03229,C00693,65+,Male,New York,Rochester,Delta Airlines,"Tokyo, Japan",2024-09-15,International,1073.49,Premium Economy,Mobile App,Yes,147
A03230,C00384,65+,Female,Illinois,Aurora,United Airlines,"London, UK",2024-10-05,International,1505.08,Business,Website,Yes,177
A03231,C00936,25-34,Male,California,San Francisco,United Airlines,"Frankfurt, Germany",2024-06-13,International,402.73,Economy,Website,Yes,140
A03232,C00565,55-64,Male,Arizona,Tucson,United Airlines,"London, UK",2024-09-14,International,1038.31,Premium Economy,Travel Agency,No,185
A03233,C00187,18-24,Female,California,San Francisco,Delta Airlines,"Amsterdam, Netherlands",2024-08-17,International,879.02,Premium Economy,Mobile App,Yes,160
A03234,C00687,18-24,Female,New York,Albany,American Airlines,"Seattle, WA",2024-09-26,Domestic,861.01,First,Website,Yes,165
A03235,C00617,65+,Female,Oregon,Salem,United Airlines,"Miami, FL",2024-07-13,Domestic,474.28,Premium Economy,Website,Yes,107
A03236,C00696,18-24,Female,California,San Jose,Delta Airlines,"Miami, FL",2024-10-23,Domestic,486.71,Business,Mobile App,Yes,129
A03237,C00971,65+,Female,Florida,Miami,Southwest Airlines,"Cancun, Mexico",2024-06-10,International,438.97,Economy,Website,Yes,181
A03238,C00464,65+,Female,California,San Jose,Delta Airlines,"Atlanta, GA",2024-07-24,Domestic,413.22,Business,Mobile App,Yes,192
A03239,C00528,35-44,Male,Georgia,Columbus,Delta Airlines,"Tokyo, Japan",2024-11-11,International,440.83,Economy,Travel Agency,Yes,170
A03240,C00908,65+,Male,Georgia,Columbus,United Airlines,"Atlanta, GA",2024-09-15,Domestic,329.72,Premium Economy,Website,No,128
A03241,C00653,55-64,Female,Texas,Houston,United Airlines,"Toronto, Canada",2024-07-03,International,1939.12,Business,Website,Yes,125
A03242,C00837,65+,Male,Arizona,Scottsdale,Alaska Airlines,"Las Vegas, NV",2024-08-16,Domestic,229.35,Economy,Mobile App,Yes,100
A03243,C00338,55-64,Male,California,Los Angeles,Delta Airlines,"Miami, FL",2024-07-01,Domestic,444.82,Business,Travel Agency,Yes,152
A03244,C00852,45-54,Female,Illinois,Springfield,United Airlines,"Chicago, IL",2024-08-15,Domestic,118.28,Economy,Mobile App,No,174
A03245,C00785,65+,Male,Illinois,Chicago,American Airlines,"Las Vegas, NV",2024-11-09,Domestic,367.7,Premium Economy,Mobile App,Yes,100
A03246,C00932,18-24,Female,New York,Albany,American Airlines,"Mexico City, Mexico",2024-06-29,International,4454.73,First,Website,Yes,162
A03247,C00720,45-54,Female,Georgia,Augusta,American Airlines,"Las Vegas, NV",2024-09-03,Domestic,1347.32,First,Website,Yes,197
A03248,C00860,35-44,Male,Georgia,Augusta,American Airlines,"Miami, FL",2024-10-10,Domestic,415.01,Business,Travel Agency,Yes,150
A03249,C00689,55-64,Male,California,San Francisco,United Airlines,"Paris, France",2024-06-06,International,550.64,Economy,Mobile App,No,129
A03250,C00911,65+,Female,Illinois,Springfield,United Airlines,"Seattle, WA",2024-10-25,Domestic,258.86,Economy,Website,No,154
A03251,C00226,45-54,Female,New York,New York City,Delta Airlines,"Tokyo, Japan",2024-07-25,International,540.74,Economy,Travel Agency,Yes,110
A03252,C00770,35-44,Male,California,San Francisco,United Airlines,"Paris, France",2024-07-08,International,877.38,Premium Economy,Website,Yes,171
A03253,C00025,45-54,Female,Texas,Austin,United Airlines,"Chicago, IL",2024-05-26,Domestic,1248.21,First,Travel Agency,Yes,118
A03254,C00207,65+,Female,Texas,Dallas,United Airlines,"Seattle, WA",2024-09-22,Domestic,639.22,Business,Travel Agency,Yes,103
A03255,C00389,25-34,Female,Georgia,Atlanta,American Airlines,"Miami, FL",2024-07-13,Domestic,220.28,Economy,Website,Yes,194
A03256,C00751,65+,Female,California,San Francisco,Delta Airlines,"London, UK",2024-08-25,International,501.78,Economy,Mobile App,No,144
A03257,C00509,45-54,Male,New York,New York City,American Airlines,"Atlanta, GA",2024-10-02,Domestic,111.54,Economy,Mobile App,Yes,145
A03258,C00345,55-64,Female,Arizona,Scottsdale,Alaska Airlines,"Toronto, Canada",2024-09-20,International,992.29,Premium Economy,Website,No,112
A03259,C00945,45-54,Male,Florida,Jacksonville,Delta Airlines,"Atlanta, GA",2024-09-05,Domestic,198.64,Economy,Mobile App,No,132
A03260,C00786,25-34,Male,Arizona,Scottsdale,Southwest Airlines,"Chicago, IL",2024-06-13,Domestic,171.9,Economy,Travel Agency,Yes,157
A03261,C00395,35-44,Male,Texas,Austin,Alaska Airlines,"Seattle, WA",2024-10-04,Domestic,460.32,Business,Website,Yes,118
A03262,C00461,25-34,Female,Georgia,Columbus,Southwest Airlines,"San Juan, Puerto Rico",2024-08-10,International,717.84,Premium Economy,Travel Agency,No,158
A03263,C00018,65+,Male,California,San Diego,Alaska Airlines,"Toronto, Canada",2024-07-31,International,505.17,Economy,Website,No,100
A03264,C00967,45-54,Female,Illinois,Chicago,Alaska Airlines,"Seattle, WA",2024-10-31,Domestic,475.36,Business,Website,Yes,166
A03265,C00414,25-34,Female,Oregon,Salem,Southwest Airlines,"Seattle, WA",2024-10-15,Domestic,1076.81,First,Website,Yes,183
A03266,C00885,35-44,Female,California,Los Angeles,Alaska Airlines,"Miami, FL",2024-10-31,Domestic,402.94,Premium Economy,Website,No,110
A03267,C00376,35-44,Male,California,San Jose,American Airlines,"Mexico City, Mexico",2024-07-10,International,3281.36,First,Website,Yes,111
A03268,C00369,55-64,Male,California,Los Angeles,Southwest Airlines,"Belize City, Belize",2024-08-23,International,1845.78,Business,Website,Yes,196
A03269,C00538,45-54,Female,California,Los Angeles,Southwest Airlines,"Las Vegas, NV",2024-11-08,Domestic,1137.04,First,Mobile App,Yes,137
A03270,C00910,55-64,Male,Oregon,Eugene,United Airlines,"Paris, France",2024-09-24,International,428.4,Economy,Travel Agency,No,151
A03271,C00885,35-44,Female,California,Los Angeles,Alaska Airlines,"Las Vegas, NV",2024-10-02,Domestic,290.01,Premium Economy,Travel Agency,No,141
A03272,C00871,55-64,Female,Georgia,Atlanta,United Airlines,"Chicago, IL",2024-10-04,Domestic,498.74,Premium Economy,Travel Agency,No,140
A03273,C00279,18-24,Female,Illinois,Springfield,Delta Airlines,"Seattle, WA",2024-06-19,Domestic,865.71,First,Mobile App,Yes,121
A03274,C00713,25-34,Male,Illinois,Aurora,Southwest Airlines,"Belize City, Belize",2024-08-25,International,4643.56,First,Travel Agency,No,132
A03275,C00425,18-24,Female,Illinois,Chicago,American Airlines,"Paris, France",2024-06-16,International,714.66,Economy,Website,Yes,106
A03276,C00167,55-64,Female,New York,Rochester,Alaska Airlines,"Atlanta, GA",2024-08-14,Domestic,1224.58,First,Mobile App,Yes,165
A03277,C00014,25-34,Male,Texas,Austin,Southwest Airlines,"Belize City, Belize",2024-06-15,International,3504.0,First,Mobile App,Yes,102
A03278,C00773,45-54,Female,Georgia,Columbus,American Airlines,"Miami, FL",2024-11-12,Domestic,287.0,Economy,Mobile App,No,167
A03279,C00764,55-64,Male,New York,Buffalo,Alaska Airlines,"Toronto, Canada",2024-10-25,International,1293.82,Business,Travel Agency,Yes,116
A03280,C00994,55-64,Female,Arizona,Tucson,American Airlines,"Paris, France",2024-09-15,International,1252.61,Business,Website,Yes,121
A03281,C00348,45-54,Male,Arizona,Flagstaff,Southwest Airlines,"Cancun, Mexico",2024-10-10,International,2611.82,First,Mobile App,No,158
A03282,C00425,18-24,Female,Illinois,Chicago,Delta Airlines,"Chicago, IL",2024-05-27,Domestic,916.75,First,Travel Agency,Yes,169
A03283,C00858,18-24,Female,Oregon,Bend,American Airlines,"Chicago, IL",2024-07-25,Domestic,267.91,Premium Economy,Travel Agency,No,147
A03284,C00749,65+,Male,Georgia,Atlanta,United Airlines,"London, UK",2024-05-28,International,1702.94,Business,Website,Yes,109
A03285,C00790,18-24,Female,Illinois,Naperville,American Airlines,"Tokyo, Japan",2024-10-02,International,473.1,Economy,Website,No,113
A03286,C00914,65+,Female,Illinois,Chicago,Southwest Airlines,"Montego Bay, Jamaica",2024-06-09,International,2740.2,First,Website,Yes,140
A03287,C00777,65+,Female,Georgia,Augusta,Southwest Airlines,"Grand Cayman, Cayman Islands",2024-08-20,International,3389.58,First,Mobile App,Yes,137
A03288,C00194,18-24,Male,New York,New York City,Alaska Airlines,"Las Vegas, NV",2024-09-05,Domestic,693.13,Business,Travel Agency,Yes,185
A03289,C00405,55-64,Female,Illinois,Chicago,United Airlines,"Tokyo, Japan",2024-07-27,International,700.53,Premium Economy,Travel Agency,Yes,167
A03290,C00025,45-54,Female,Texas,Austin,United Airlines,"Tokyo, Japan",2024-07-02,International,556.15,Economy,Website,Yes,148
